	Genes	Counts	log2_value
0	AT1G01010	115	6.845490050944375
1	AT1G01020	225	7.813781191217037
2	AT1G01030	36	5.169925001442312
3	AT1G01040	2377	11.214926187942435
4	AT1G01050	2665	11.379919817646538
5	AT1G01060	32523	14.989172720772354
6	AT1G01070	312	8.285402218862249
7	AT1G01080	2125	11.053247125912426
8	AT1G01090	3913	11.934059394900794
9	AT1G01100	1320	10.366322214245816
10	AT1G01110	23	4.523561956057013
11	AT1G01120	6804	12.732167425663384
12	AT1G01130	23	4.523561956057013
13	AT1G01140	4135	12.013671614058637
14	AT1G01150	2	1.0
15	AT1G01160	526	9.038918989292302
16	AT1G01170	1356	10.405141463136344
17	AT1G01180	481	8.909893083770042
18	AT1G01190	9	3.169925001442312
19	AT1G01200	15	3.9068905956085187
20	AT1G01210	168	7.392317422778761
21	AT1G01220	1448	10.499845887083206
22	AT1G01225	47	5.554588851677638
23	AT1G01230	479	8.90388184573618
24	AT1G01240	326	8.348728154231077
25	AT1G01250	143	7.159871336778389
26	AT1G01260	360	8.491853096329674
27	AT1G01280	1	0.0
28	AT1G01290	271	8.08214904135387
29	AT1G01300	549	9.100662339005199
30	AT1G01305	1	0.0
31	AT1G01310	1	0.0
32	AT1G01320	24061	14.554408983204773
33	AT1G01335	1	0.0
34	AT1G01340	496	8.954196310386875
35	AT1G01350	436	8.768184324776927
36	AT1G01355	23	4.523561956057013
37	AT1G01360	713	9.477758266443889
38	AT1G01370	23	4.523561956057013
39	AT1G01380	11	3.4594316186372973
40	AT1G01390	1139	10.153552031708111
41	AT1G01400	1	0.0
42	AT1G01410	1	0.0
43	AT1G01420	651	9.346513733165635
44	AT1G01430	1451	10.502831804066744
45	AT1G01440	600	9.228818690495881
46	AT1G01450	230	7.845490050944375
47	AT1G01453	1	0.0
48	AT1G01460	1	0.0
49	AT1G01470	2186	11.094077685671905
50	AT1G01480	3	1.584962500721156
51	AT1G01490	1864	10.86418614465428
52	AT1G01500	127	6.9886846867721655
53	AT1G01510	692	9.434628227636725
54	AT1G01520	748	9.546894459887637
55	AT1G01530	5	2.321928094887362
56	AT1G01540	2666	11.380461065088973
57	AT1G01550	4725	12.206098613995797
58	AT1G01560	132	7.044394119358453
59	AT1G01570	24	4.584962500721156
60	AT1G01580	164	7.357552004618084
61	AT1G01590	129	7.011227255423254
62	AT1G01600	4	2.0
63	AT1G01610	1937	10.919608238603253
64	AT1G01620	3949	11.947271652460348
65	AT1G01630	1221	10.253847484987404
66	AT1G01640	94	6.554588851677638
67	AT1G01650	1099	10.101975670949232
68	AT1G01660	42	5.392317422778761
69	AT1G01670	104	6.700439718141092
70	AT1G01680	186	7.539158811108031
71	AT1G01690	45	5.491853096329675
72	AT1G01695	7	2.807354922057604
73	AT1G01700	66	6.044394119358453
74	AT1G01710	989	9.94982671075911
75	AT1G01715	26	4.700439718141092
76	AT1G01720	546	9.092757140919852
77	AT1G01725	131	7.03342300153745
78	AT1G01730	455	8.829722735086058
79	AT1G01740	265	8.049848549450562
80	AT1G01750	17	4.087462841250339
81	AT1G01760	62	5.954196310386875
82	AT1G01770	627	9.29232163280204
83	AT1G01780	210	7.714245517666122
84	AT1G01790	15874	13.954378090144047
85	AT1G01800	2125	11.053247125912426
86	AT1G01810	3	1.584962500721156
87	AT1G01820	1296	10.339850002884624
88	AT1G01830	942	9.879583249612784
89	AT1G01840	32	5.0
90	AT1G01860	402	8.651051691178928
91	AT1G01880	30	4.906890595608519
92	AT1G01900	42	5.392317422778761
93	AT1G01910	806	9.654636028527968
94	AT1G01920	199	7.636624620543649
95	AT1G01930	308	8.266786540694902
96	AT1G01940	121	6.918863237274595
97	AT1G01950	620	9.276124405274238
98	AT1G01960	2476	11.273795599214264
99	AT1G01970	1244	10.280770770130603
100	AT1G01980	1	0.0
101	AT1G01990	652	9.348728154231077
102	AT1G02000	357	8.479780264029099
103	AT1G02010	571	9.157346935362844
104	AT1G02020	624	9.285402218862249
105	AT1G02030	3	1.584962500721156
106	AT1G02040	1	0.0
107	AT1G02050	108	6.754887502163468
108	AT1G02060	173	7.434628227636725
109	AT1G02065	1	0.0
110	AT1G02067	1	0.0
111	AT1G02070	4	2.0
112	AT1G02080	4825	12.236313227042805
113	AT1G02090	511	8.997179480937621
114	AT1G02100	1051	10.037546953962178
115	AT1G02110	549	9.100662339005199
116	AT1G02120	2787	11.44449728710381
117	AT1G02130	686	9.422064766172813
118	AT1G02140	1279	10.320800548881637
119	AT1G02145	595	9.216745858195306
120	AT1G02150	2615	11.352595231134304
121	AT1G02160	190	7.569855608330948
122	AT1G02170	739	9.52943055414615
123	AT1G02180	142	7.149747119504682
124	AT1G02190	14	3.807354922057604
125	AT1G02205	109	6.768184324776926
126	AT1G02210	1	0.0
127	AT1G02220	108	6.754887502163468
128	AT1G02230	6	2.584962500721156
129	AT1G02250	1	0.0
130	AT1G02260	467	8.867278739709661
131	AT1G02270	518	9.016808287686555
132	AT1G02280	1285	10.32755264408124
133	AT1G02290	211	7.721099188707186
134	AT1G02300	304	8.247927513443585
135	AT1G02305	2831	11.467096033905747
136	AT1G02310	3	1.584962500721156
137	AT1G02320	1	0.0
138	AT1G02330	453	8.823367240046235
139	AT1G02335	42	5.392317422778761
140	AT1G02340	13	3.700439718141092
141	AT1G02350	29	4.857980995127572
142	AT1G02360	112	6.807354922057604
143	AT1G02370	87	6.442943495848728
144	AT1G02380	50	5.643856189774724
145	AT1G02390	310	8.276124405274238
146	AT1G02400	51	5.672425341971495
147	AT1G02405	28	4.807354922057604
148	AT1G02410	691	9.432541900388259
149	AT1G02420	82	6.357552004618084
150	AT1G02430	44	5.459431618637297
151	AT1G02440	6	2.584962500721156
152	AT1G02450	15	3.9068905956085187
153	AT1G02460	15	3.9068905956085187
154	AT1G02470	32	5.0
155	AT1G02475	2821	11.461990950585571
156	AT1G02490	1	0.0
157	AT1G02500	7801	12.929443357684196
158	AT1G02510	1	0.0
159	AT1G02520	10	3.321928094887362
160	AT1G02530	2	1.0
161	AT1G02540	1	0.0
162	AT1G02550	1	0.0
