	Genes	Counts	log2_value
0	AT1G01010	67	6.066089190457772
1	AT1G01020	93	6.539158811108031
2	AT1G01030	17	4.087462841250339
3	AT1G01040	639	9.319672120946995
4	AT1G01050	407	8.668884984266247
5	AT1G01060	220	7.78135971352466
6	AT1G01070	62	5.954196310386875
7	AT1G01080	430	8.74819284958946
8	AT1G01090	963	9.911391987843459
9	AT1G01100	400	8.643856189774725
10	AT1G01110	15	3.9068905956085187
11	AT1G01120	1509	10.559377090526683
12	AT1G01130	3	1.584962500721156
13	AT1G01140	1380	10.430452551665532
14	AT1G01150	1	0.0
15	AT1G01160	228	7.832890014164741
16	AT1G01170	371	8.535275376620802
17	AT1G01180	185	7.531381460516312
18	AT1G01190	2	1.0
19	AT1G01200	4	2.0
20	AT1G01210	49	5.614709844115208
21	AT1G01220	258	8.011227255423254
22	AT1G01225	12	3.584962500721156
23	AT1G01230	250	7.965784284662087
24	AT1G01240	642	9.326429487122303
25	AT1G01250	59	5.882643049361842
26	AT1G01260	353	8.46352437327118
27	AT1G01280	1	0.0
28	AT1G01290	110	6.78135971352466
29	AT1G01300	229	7.839203788096944
30	AT1G01305	1	0.0
31	AT1G01310	1	0.0
32	AT1G01320	2892	11.497851836951117
33	AT1G01335	1	0.0
34	AT1G01340	160	7.321928094887363
35	AT1G01350	162	7.339850002884624
36	AT1G01355	5	2.321928094887362
37	AT1G01360	140	7.129283016944966
38	AT1G01370	8	3.0
39	AT1G01380	3	1.584962500721156
40	AT1G01390	78	6.285402218862249
41	AT1G01400	1	0.0
42	AT1G01410	1	0.0
43	AT1G01420	195	7.60733031374961
44	AT1G01430	601	9.231221180711186
45	AT1G01440	314	8.294620748891628
46	AT1G01450	102	6.672425341971495
47	AT1G01453	6	2.584962500721156
48	AT1G01460	1	0.0
49	AT1G01470	1892	10.885696373339394
50	AT1G01480	1	0.0
51	AT1G01490	535	9.06339508128851
52	AT1G01500	139	7.118941072723508
53	AT1G01510	184	7.523561956057013
54	AT1G01520	17	4.087462841250339
55	AT1G01530	1	0.0
56	AT1G01540	567	9.147204924942228
57	AT1G01550	2199	11.102631888854969
58	AT1G01560	164	7.357552004618084
59	AT1G01570	13	3.700439718141092
60	AT1G01580	16	4.0
61	AT1G01590	10	3.321928094887362
62	AT1G01600	4	2.0
63	AT1G01610	345	8.430452551665532
64	AT1G01620	944	9.88264304936184
65	AT1G01630	669	9.38586240064146
66	AT1G01640	9	3.169925001442312
67	AT1G01650	558	9.124121311829187
68	AT1G01660	19	4.247927513443585
69	AT1G01670	38	5.247927513443585
70	AT1G01680	128	7.0
71	AT1G01690	20	4.321928094887363
72	AT1G01695	3	1.584962500721156
73	AT1G01700	37	5.20945336562895
74	AT1G01710	468	8.870364719583405
75	AT1G01715	10	3.321928094887362
76	AT1G01720	177	7.467605550082998
77	AT1G01725	68	6.087462841250339
78	AT1G01730	189	7.562242424221073
79	AT1G01740	95	6.569855608330948
80	AT1G01750	7	2.807354922057604
81	AT1G01760	18	4.169925001442312
82	AT1G01770	142	7.149747119504682
83	AT1G01780	49	5.614709844115208
84	AT1G01790	2595	11.341518823245243
85	AT1G01800	692	9.434628227636725
86	AT1G01810	1	0.0
87	AT1G01820	479	8.90388184573618
88	AT1G01830	247	7.948367231584678
89	AT1G01840	15	3.9068905956085187
90	AT1G01860	96	6.584962500721156
91	AT1G01880	9	3.169925001442312
92	AT1G01900	7	2.807354922057604
93	AT1G01910	333	8.379378367071261
94	AT1G01920	143	7.159871336778389
95	AT1G01930	135	7.076815597050831
96	AT1G01940	42	5.392317422778761
97	AT1G01950	170	7.409390936137702
98	AT1G01960	1035	10.015415052386688
99	AT1G01970	183	7.515699838284043
100	AT1G01980	1	0.0
101	AT1G01990	197	7.622051819456376
102	AT1G02000	106	6.727920454563199
103	AT1G02010	113	6.820178962415188
104	AT1G02020	231	7.851749041416057
105	AT1G02030	1	0.0
106	AT1G02040	1	0.0
107	AT1G02050	33	5.044394119358453
108	AT1G02060	36	5.169925001442312
109	AT1G02065	1	0.0
110	AT1G02067	1	0.0
111	AT1G02070	1	0.0
112	AT1G02080	1632	10.672425341971495
113	AT1G02090	204	7.672425341971495
114	AT1G02100	289	8.174925682500678
115	AT1G02110	119	6.894817763307944
116	AT1G02120	958	9.90388184573618
117	AT1G02130	314	8.294620748891628
118	AT1G02140	450	8.813781191217037
119	AT1G02145	228	7.832890014164741
120	AT1G02150	613	9.259743263690781
121	AT1G02160	76	6.247927513443585
122	AT1G02170	417	8.703903573444663
123	AT1G02180	12	3.584962500721156
124	AT1G02190	1	0.0
125	AT1G02205	71	6.149747119504682
126	AT1G02210	1	0.0
127	AT1G02220	35	5.129283016944966
128	AT1G02230	12	3.584962500721156
129	AT1G02250	1	0.0
130	AT1G02260	165	7.366322214245816
131	AT1G02270	526	9.038918989292302
132	AT1G02280	131	7.03342300153745
133	AT1G02290	93	6.539158811108031
134	AT1G02300	531	9.052568050804153
135	AT1G02305	960	9.906890595608518
136	AT1G02310	1	0.0
137	AT1G02320	1	0.0
138	AT1G02330	219	7.774787059601174
139	AT1G02335	12	3.584962500721156
140	AT1G02340	157	7.294620748891627
141	AT1G02350	101	6.658211482751795
142	AT1G02360	85	6.409390936137702
143	AT1G02370	84	6.392317422778761
144	AT1G02380	21	4.392317422778761
145	AT1G02390	229	7.839203788096944
146	AT1G02400	122	6.930737337562887
147	AT1G02405	12	3.584962500721156
148	AT1G02410	247	7.948367231584678
149	AT1G02420	31	4.954196310386875
150	AT1G02430	8	3.0
151	AT1G02440	8	3.0
152	AT1G02450	50	5.643856189774724
153	AT1G02460	16	4.0
154	AT1G02470	24	4.584962500721156
155	AT1G02475	826	9.689997971419446
156	AT1G02490	1	0.0
157	AT1G02500	1957	10.934428040626804
158	AT1G02510	1	0.0
159	AT1G02520	3	1.584962500721156
160	AT1G02530	1	0.0
161	AT1G02540	1	0.0
162	AT1G02550	1	0.0
163	AT1G02560	4101	12.001760028327217
164	AT1G02570	2	1.0
165	AT1G02575	1	0.0
166	AT1G02580	1	0.0
167	AT1G02590	1	0.0
168	AT1G02610	118	6.882643049361842
169	AT1G02620	3	1.584962500721156
170	AT1G02630	1	0.0
171	AT1G02640	20	4.321928094887363
172	AT1G02650	1	0.0
173	AT1G02660	208	7.700439718141092
174	AT1G02670	8	3.0
175	AT1G02680	70	6.129283016944966
176	AT1G02690	17	4.087462841250339
177	AT1G02700	1	0.0
178	AT1G02705	1	0.0
179	AT1G02710	1	0.0
180	AT1G02720	31	4.954196310386875
181	AT1G02730	19	4.247927513443585
182	AT1G02740	107	6.7414669864011465
183	AT1G02750	102	6.672425341971495
184	AT1G02770	13	3.700439718141092
185	AT1G02780	2023	10.982280604558284
186	AT1G02790	1	0.0
187	AT1G02800	1	0.0
188	AT1G02810	1	0.0
189	AT1G02813	1	0.0
190	AT1G02816	100	6.643856189774724
191	AT1G02820	62	5.954196310386875
192	AT1G02830	1	0.0
193	AT1G02840	443	8.791162888555018
194	AT1G02850	236	7.882643049361842
195	AT1G02860	94	6.554588851677638
196	AT1G02870	80	6.321928094887363
197	AT1G02880	260	8.022367813028454
198	AT1G02890	1050	10.036173612553485
199	AT1G02900	2	1.0
200	AT1G02910	535	9.06339508128851
201	AT1G02920	1252	10.290018846932618
202	AT1G02930	2729	11.414156679274141
203	AT1G02940	5	2.321928094887362
204	AT1G02950	15	3.9068905956085187
205	AT1G02960	204	7.672425341971495
206	AT1G02965	1	0.0
207	AT1G02970	6	2.584962500721156
208	AT1G02980	1	0.0
209	AT1G02990	364	8.507794640198696
210	AT1G03000	366	8.515699838284043
211	AT1G03010	2	1.0
212	AT1G03020	7	2.807354922057604
213	AT1G03030	150	7.22881869049588
214	AT1G03040	236	7.882643049361842
215	AT1G03050	1	0.0
216	AT1G03055	113	6.820178962415188
217	AT1G03060	749	9.54882190845875
218	AT1G03070	3	1.584962500721156
219	AT1G03080	1043	10.026523442519766
220	AT1G03090	203	7.6653359171851765
221	AT1G03100	9	3.169925001442312
222	AT1G03103	1	0.0
223	AT1G03106	1	0.0
224	AT1G03110	28	4.807354922057604
225	AT1G03120	1	0.0
226	AT1G03130	14192	13.792790294301064
227	AT1G03140	481	8.909893083770042
228	AT1G03150	134	7.066089190457772
229	AT1G03160	767	9.583082767502933
230	AT1G03165	6	2.584962500721156
231	AT1G03170	1	0.0
232	AT1G03180	11	3.4594316186372973
233	AT1G03190	122	6.930737337562887
234	AT1G03200	20	4.321928094887363
235	AT1G03210	184	7.523561956057013
236	AT1G03220	650	9.344295907915816
237	AT1G03230	128	7.0
238	AT1G03240	1	0.0
239	AT1G03250	210	7.714245517666122
240	AT1G03260	51	5.672425341971495
241	AT1G03270	29	4.857980995127572
242	AT1G03280	299	8.224001674198105
243	AT1G03290	868	9.761551232444479
244	AT1G03300	58	5.857980995127572
245	AT1G03310	1219	10.251482410620213
246	AT1G03320	1	0.0
247	AT1G03325	1	0.0
248	AT1G03330	142	7.149747119504682
249	AT1G03340	51	5.672425341971495
250	AT1G03350	412	8.686500527183219
251	AT1G03360	39	5.285402218862249
252	AT1G03365	212	7.727920454563199
253	AT1G03370	831	9.698704666770345
254	AT1G03380	693	9.436711542137214
255	AT1G03390	1	0.0
256	AT1G03395	1	0.0
257	AT1G03400	920	9.845490050944376
258	AT1G03410	149	7.219168520462161
259	AT1G03430	356	8.475733430966399
260	AT1G03440	108	6.754887502163468
261	AT1G03445	2	1.0
262	AT1G03457	15	3.9068905956085187
263	AT1G03470	7	2.807354922057604
264	AT1G03475	1042	10.025139562278508
265	AT1G03490	1	0.0
266	AT1G03495	124	6.954196310386875
267	AT1G03510	4	2.0
268	AT1G03520	110	6.78135971352466
269	AT1G03530	90	6.491853096329675
270	AT1G03540	13	3.700439718141092
271	AT1G03550	144	7.169925001442312
272	AT1G03560	56	5.807354922057604
273	AT1G03590	206	7.6865005271832185
274	AT1G03600	1763	10.783816759320182
275	AT1G03610	312	8.285402218862249
276	AT1G03620	2	1.0
277	AT1G03630	2116	11.047123912114026
278	AT1G03650	13	3.700439718141092
279	AT1G03660	3	1.584962500721156
280	AT1G03670	1	0.0
281	AT1G03680	3363	11.715533063526584
282	AT1G03687	52	5.700439718141092
283	AT1G03700	1	0.0
284	AT1G03710	3	1.584962500721156
285	AT1G03720	1	0.0
286	AT1G03730	60	5.906890595608519
287	AT1G03740	1197	10.225207436943503
288	AT1G03750	91	6.507794640198696
289	AT1G03760	79	6.303780748177103
290	AT1G03770	24	4.584962500721156
291	AT1G03780	3	1.584962500721156
292	AT1G03790	1	0.0
293	AT1G03800	2	1.0
294	AT1G03810	1	0.0
295	AT1G03820	38	5.247927513443585
296	AT1G03830	63	5.977279923499917
297	AT1G03840	2	1.0
298	AT1G03850	19	4.247927513443585
299	AT1G03860	423	8.72451385311995
300	AT1G03870	141	7.139551352398794
301	AT1G03880	1	0.0
302	AT1G03890	1	0.0
303	AT1G03900	478	8.900866807980748
304	AT1G03905	15	3.9068905956085187
305	AT1G03910	371	8.535275376620802
306	AT1G03920	6	2.584962500721156
307	AT1G03930	382	8.577428828035748
308	AT1G03940	174	7.442943495848728
309	AT1G03950	131	7.03342300153745
310	AT1G03960	127	6.9886846867721655
311	AT1G03970	307	8.262094845370179
312	AT1G03980	2	1.0
313	AT1G03982	1	0.0
314	AT1G03990	52	5.700439718141092
315	AT1G04000	80	6.321928094887363
316	AT1G04010	98	6.614709844115208
317	AT1G04020	14	3.807354922057604
318	AT1G04030	17	4.087462841250339
319	AT1G04040	320	8.321928094887362
320	AT1G04050	13	3.700439718141092
321	AT1G04070	24	4.584962500721156
322	AT1G04080	869	9.7632123668144
323	AT1G04090	3	1.584962500721156
324	AT1G04100	28	4.807354922057604
325	AT1G04105	3	1.584962500721156
326	AT1G04110	1	0.0
327	AT1G04120	493	8.945443836377912
328	AT1G04130	87	6.442943495848728
329	AT1G04140	881	9.782998208920414
330	AT1G04150	1	0.0
331	AT1G04160	125	6.965784284662087
332	AT1G04170	379	8.566054038171092
333	AT1G04180	145	7.1799090900149345
334	AT1G04190	118	6.882643049361842
335	AT1G04200	475	8.89178370321831
336	AT1G04210	424	8.727920454563199
337	AT1G04220	116	6.857980995127572
338	AT1G04230	97	6.599912842187128
339	AT1G04240	343	8.422064766172813
340	AT1G04250	236	7.882643049361842
341	AT1G04260	82	6.357552004618084
342	AT1G04270	824	9.686500527183219
343	AT1G04280	138	7.108524456778169
344	AT1G04290	131	7.03342300153745
345	AT1G04300	836	9.707359132080883
346	AT1G04310	17	4.087462841250339
347	AT1G04330	2	1.0
348	AT1G04340	98	6.614709844115208
349	AT1G04350	1295	10.338736382573916
350	AT1G04360	10	3.321928094887362
351	AT1G04370	1	0.0
352	AT1G04380	1	0.0
353	AT1G04390	166	7.3750394313469245
354	AT1G04400	1407	10.458406613236534
355	AT1G04410	3265	11.672867276433793
356	AT1G04420	770	9.588714635582264
357	AT1G04430	1092	10.092757140919852
358	AT1G04440	864	9.754887502163468
359	AT1G04445	1	0.0
360	AT1G04450	1	0.0
361	AT1G04455	1	0.0
362	AT1G04470	1	0.0
363	AT1G04480	293	8.194756854422248
364	AT1G04490	11	3.4594316186372973
365	AT1G04500	9	3.169925001442312
366	AT1G04510	309	8.271463027904375
367	AT1G04520	12	3.584962500721156
368	AT1G04530	953	9.896332403909941
369	AT1G04540	73	6.189824558880018
370	AT1G04550	127	6.9886846867721655
371	AT1G04555	56	5.807354922057604
372	AT1G04560	1	0.0
373	AT1G04570	31	4.954196310386875
374	AT1G04580	1	0.0
375	AT1G04590	122	6.930737337562887
376	AT1G04600	75	6.22881869049588
377	AT1G04610	1	0.0
378	AT1G04620	93	6.539158811108031
379	AT1G04625	11	3.4594316186372973
380	AT1G04630	97	6.599912842187128
381	AT1G04635	10	3.321928094887362
382	AT1G04640	234	7.870364719583405
383	AT1G04645	1	0.0
384	AT1G04650	35	5.129283016944966
385	AT1G04660	1	0.0
386	AT1G04670	1	0.0
387	AT1G04680	558	9.124121311829187
388	AT1G04690	1045	10.029287226968245
389	AT1G04700	11	3.4594316186372973
390	AT1G04710	175	7.451211111832329
391	AT1G04730	16	4.0
392	AT1G04750	513	9.002815015607053
393	AT1G04760	5	2.321928094887362
394	AT1G04770	166	7.3750394313469245
395	AT1G04778	1	0.0
396	AT1G04780	569	9.152284842306582
397	AT1G04790	196	7.614709844115208
398	AT1G04800	30	4.906890595608519
399	AT1G04810	471	8.879583249612784
400	AT1G04820	945	9.884170519108435
401	AT1G04830	191	7.577428828035749
402	AT1G04840	11	3.4594316186372973
403	AT1G04850	677	9.403012023574997
404	AT1G04860	260	8.022367813028454
405	AT1G04870	99	6.6293566200796095
406	AT1G04880	1	0.0
407	AT1G04890	1	0.0
408	AT1G04895	1	0.0
409	AT1G04900	50	5.643856189774724
410	AT1G04910	330	8.366322214245816
411	AT1G04920	3	1.584962500721156
412	AT1G04930	40	5.321928094887363
413	AT1G04940	4	2.0
414	AT1G04945	58	5.857980995127572
415	AT1G04950	228	7.832890014164741
416	AT1G04960	346	8.434628227636725
417	AT1G04970	398	8.63662462054365
418	AT1G04980	296	8.20945336562895
419	AT1G04985	337	8.396604781181859
420	AT1G04990	138	7.108524456778169
421	AT1G05000	10	3.321928094887362
422	AT1G05005	1	0.0
423	AT1G05010	3473	11.761966695382092
424	AT1G05020	14	3.807354922057604
425	AT1G05030	229	7.839203788096944
426	AT1G05035	7	2.807354922057604
427	AT1G05040	1	0.0
428	AT1G05055	45	5.491853096329675
429	AT1G05060	170	7.409390936137702
430	AT1G05065	8	3.0
431	AT1G05070	212	7.727920454563199
432	AT1G05080	1	0.0
433	AT1G05085	1	0.0
434	AT1G05087	21	4.392317422778761
435	AT1G05090	4	2.0
436	AT1G05100	3	1.584962500721156
437	AT1G05120	202	7.658211482751795
438	AT1G05136	1	0.0
439	AT1G05140	622	9.280770770130603
440	AT1G05150	240	7.906890595608519
441	AT1G05160	75	6.22881869049588
442	AT1G05170	152	7.247927513443585
443	AT1G05180	287	8.164906926675688
444	AT1G05190	1777	10.795227966028678
445	AT1G05200	751	9.552669097514272
446	AT1G05205	61	5.930737337562887
447	AT1G05210	17	4.087462841250339
448	AT1G05220	4	2.0
449	AT1G05230	187	7.546894459887636
450	AT1G05240	1	0.0
451	AT1G05250	1	0.0
452	AT1G05260	1	0.0
453	AT1G05270	176	7.459431618637297
454	AT1G05280	1	0.0
455	AT1G05290	1	0.0
456	AT1G05291	1	0.0
457	AT1G05300	79	6.303780748177103
458	AT1G05310	16	4.0
459	AT1G05320	179	7.483815777264256
460	AT1G05330	1	0.0
461	AT1G05340	31	4.954196310386875
462	AT1G05350	236	7.882643049361842
463	AT1G05360	86	6.426264754702098
464	AT1G05370	5	2.321928094887362
465	AT1G05380	415	8.696967526234287
466	AT1G05385	157	7.294620748891627
467	AT1G05400	3	1.584962500721156
468	AT1G05410	116	6.857980995127572
469	AT1G05420	8	3.0
470	AT1G05430	276	8.108524456778168
471	AT1G05440	1	0.0
472	AT1G05450	2	1.0
473	AT1G05460	102	6.672425341971495
474	AT1G05470	12	3.584962500721156
475	AT1G05490	1	0.0
476	AT1G05500	322	8.330916878114618
477	AT1G05510	1	0.0
478	AT1G05520	309	8.271463027904375
479	AT1G05530	1	0.0
480	AT1G05540	30	4.906890595608519
481	AT1G05550	1	0.0
482	AT1G05560	237	7.888743248898259
483	AT1G05570	1106	10.111135670234708
484	AT1G05575	32	5.0
485	AT1G05577	1	0.0
486	AT1G05580	1	0.0
487	AT1G05590	142	7.149747119504682
488	AT1G05600	75	6.22881869049588
489	AT1G05610	2	1.0
490	AT1G05615	1	0.0
491	AT1G05620	67	6.066089190457772
492	AT1G05630	364	8.507794640198696
493	AT1G05640	20	4.321928094887363
494	AT1G05650	1	0.0
495	AT1G05660	1	0.0
496	AT1G05670	46	5.523561956057013
497	AT1G05675	41	5.357552004618084
498	AT1G05680	1	0.0
499	AT1G05690	41	5.357552004618084
500	AT1G05700	1	0.0
501	AT1G05710	12	3.584962500721156
502	AT1G05720	152	7.247927513443585
503	AT1G05730	9	3.169925001442312
504	AT1G05740	1	0.0
505	AT1G05750	42	5.392317422778761
506	AT1G05760	7	2.807354922057604
507	AT1G05770	1	0.0
508	AT1G05780	17	4.087462841250339
509	AT1G05783	11	3.4594316186372973
510	AT1G05785	54	5.754887502163468
511	AT1G05790	244	7.930737337562887
512	AT1G05800	2	1.0
513	AT1G05805	428	8.741466986401146
514	AT1G05810	53	5.727920454563199
515	AT1G05820	13	3.700439718141092
516	AT1G05830	279	8.124121311829187
517	AT1G05835	2	1.0
518	AT1G05840	432	8.754887502163468
519	AT1G05850	4583	12.162076570374312
520	AT1G05860	63	5.977279923499917
521	AT1G05870	154	7.266786540694901
522	AT1G05880	5	2.321928094887362
523	AT1G05890	458	8.839203788096944
524	AT1G05894	10	3.321928094887362
525	AT1G05900	248	7.954196310386875
526	AT1G05910	292	8.189824558880018
527	AT1G05920	1	0.0
528	AT1G05930	1	0.0
